,ID,Start time,Completion time,Email,Name,Language,AlreadyUse,HasInterest,PossibleFunctions,Other,KnowYourName,Subtitles,Formal/informal,M/F/NB,Age,Gender
133,18,2022-02-10 18:09:08,2022-02-10 18:12:38,anonymous,,Dansk,Ja,Ja,Informationssøgning på Google,,Ja,Nej,Formelt sprog,Ikke-binær,45-54,Kvinde
134,18,2022-02-10 18:09:08,2022-02-10 18:12:38,anonymous,,Dansk,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Ja,Nej,Formelt sprog,Ikke-binær,45-54,Kvinde
135,18,2022-02-10 18:09:08,2022-02-10 18:12:38,anonymous,,Dansk,Ja,Ja,Sende emails,,Ja,Nej,Formelt sprog,Ikke-binær,45-54,Kvinde
136,18,2022-02-10 18:09:08,2022-02-10 18:12:38,anonymous,,Dansk,Ja,Ja,Åbner programmer på din desktop,,Ja,Nej,Formelt sprog,Ikke-binær,45-54,Kvinde
137,18,2022-02-10 18:09:08,2022-02-10 18:12:38,anonymous,,Dansk,Ja,Ja,Matematiske beregninger,,Ja,Nej,Formelt sprog,Ikke-binær,45-54,Kvinde
138,18,2022-02-10 18:09:08,2022-02-10 18:12:38,anonymous,,Dansk,Ja,Ja,,,Ja,Nej,Formelt sprog,Ikke-binær,45-54,Kvinde
139,19,2022-02-10 18:14:30,2022-02-10 18:19:20,anonymous,,Dansk,Nej,Nej,Dagens nyheder,,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
140,19,2022-02-10 18:14:30,2022-02-10 18:19:20,anonymous,,Dansk,Nej,Nej,Påmindelser (du vælger hvornår),,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
141,19,2022-02-10 18:14:30,2022-02-10 18:19:20,anonymous,,Dansk,Nej,Nej,,,Ja,Ja,Familiært sprog,Kvinde,35-44,Kvinde
142,20,2022-02-10 18:25:07,2022-02-10 18:26:23,anonymous,,English (United States)‎,Nej,Ja,Sende emails,,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
143,20,2022-02-10 18:25:07,2022-02-10 18:26:23,anonymous,,English (United States)‎,Nej,Ja,Oplæse indkomne emails,,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
144,20,2022-02-10 18:25:07,2022-02-10 18:26:23,anonymous,,English (United States)‎,Nej,Ja,Oprette notater / tekst filer som i dikterer,,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
145,20,2022-02-10 18:25:07,2022-02-10 18:26:23,anonymous,,English (United States)‎,Nej,Ja,To-do liste,,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
146,20,2022-02-10 18:25:07,2022-02-10 18:26:23,anonymous,,English (United States)‎,Nej,Ja,Påmindelser (du vælger hvornår),,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
147,20,2022-02-10 18:25:07,2022-02-10 18:26:23,anonymous,,English (United States)‎,Nej,Ja,Vækkeur (præcis klokkeslæt),,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
148,20,2022-02-10 18:25:07,2022-02-10 18:26:23,anonymous,,English (United States)‎,Nej,Ja,"""Fortæl mig en vittighed""",,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
149,20,2022-02-10 18:25:07,2022-02-10 18:26:23,anonymous,,English (United States)‎,Nej,Ja,Dagens nyheder,,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
150,20,2022-02-10 18:25:07,2022-02-10 18:26:23,anonymous,,English (United States)‎,Nej,Ja,Åbner programmer på din desktop,,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
151,20,2022-02-10 18:25:07,2022-02-10 18:26:23,anonymous,,English (United States)‎,Nej,Ja,,,Ja,Ja,Familiært sprog,Mand,25-34,Kvinde
152,21,2022-02-10 18:28:43,2022-02-10 18:30:25,anonymous,,Dansk,Nej,Ja,Informationssøgning på Google,,Nej,Ja,Familiært sprog,Kvinde,35-44,Kvinde
153,21,2022-02-10 18:28:43,2022-02-10 18:30:25,anonymous,,Dansk,Nej,Ja,Informationssøgning på Wikipedia,,Nej,Ja,Familiært sprog,Kvinde,35-44,Kvinde
154,21,2022-02-10 18:28:43,2022-02-10 18:30:25,anonymous,,Dansk,Nej,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Nej,Ja,Familiært sprog,Kvinde,35-44,Kvinde
155,21,2022-02-10 18:28:43,2022-02-10 18:30:25,anonymous,,Dansk,Nej,Ja,To-do liste,,Nej,Ja,Familiært sprog,Kvinde,35-44,Kvinde
156,21,2022-02-10 18:28:43,2022-02-10 18:30:25,anonymous,,Dansk,Nej,Ja,"""Fortæl mig en vittighed""",,Nej,Ja,Familiært sprog,Kvinde,35-44,Kvinde
157,21,2022-02-10 18:28:43,2022-02-10 18:30:25,anonymous,,Dansk,Nej,Ja,Matematiske beregninger,,Nej,Ja,Familiært sprog,Kvinde,35-44,Kvinde
158,21,2022-02-10 18:28:43,2022-02-10 18:30:25,anonymous,,Dansk,Nej,Ja,Oprette notater / tekst filer som i dikterer,,Nej,Ja,Familiært sprog,Kvinde,35-44,Kvinde
159,21,2022-02-10 18:28:43,2022-02-10 18:30:25,anonymous,,Dansk,Nej,Ja,,,Nej,Ja,Familiært sprog,Kvinde,35-44,Kvinde
160,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Google,,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
161,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Wikipedia,,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
162,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
163,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,Oprette notater / tekst filer som i dikterer,,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
164,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,To-do liste,,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
165,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,Påmindelser (du vælger hvornår),,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
166,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,Vækkeur (præcis klokkeslæt),,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
167,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,Timer (om X minutter),,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
168,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,Dagens nyheder,,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
169,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,"Enhedskonvertering (valuta, vægt, osv.)",,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
170,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,Matematiske beregninger,,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
171,22,2022-02-10 18:47:33,2022-02-10 18:48:21,anonymous,,English (United States)‎,Ja,Ja,,,Ja,Ja,Familiært sprog,Ikke-binær,25-34,Kvinde
172,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Google,Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
173,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Informationssøgning på Wikipedia,Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
174,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
175,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Sende emails,Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
176,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Oplæse indkomne emails,Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
177,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Oprette notater / tekst filer som i dikterer,Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
178,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,To-do liste,Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
179,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Påmindelser (du vælger hvornår),Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
180,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Vækkeur (præcis klokkeslæt),Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
181,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Timer (om X minutter),Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
182,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,"""Fortæl mig en vittighed""",Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
183,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Dagens nyheder,Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
184,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Åbner programmer på din desktop,Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
185,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,Matematiske beregninger,Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
186,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,"Enhedskonvertering (valuta, vægt, osv.)",Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
187,23,2022-02-10 21:18:19,2022-02-10 21:22:32,anonymous,,English (United States)‎,Ja,Ja,,Ability to control a computer on a more finite level. e.g. shut down pc. call someone using skype by name. ,Ja,Ja,Formelt sprog,Ikke-binær,35-44,Mand
188,24,2022-02-10 21:00:35,2022-02-10 21:23:02,anonymous,,Dansk,Ja,Ja,Informationssøgning på Google,"test test - kunne fortælle mig det ville være sundt at rejse mig fra computeren og gå lidt rundt, hver gang jeg har siddet en time og gloet ind i den ;)",Ja,Ja,Familiært sprog,Mand,35-44,Kvinde
189,24,2022-02-10 21:00:35,2022-02-10 21:23:02,anonymous,,Dansk,Ja,Ja,Informationssøgning på Wikipedia,"test test - kunne fortælle mig det ville være sundt at rejse mig fra computeren og gå lidt rundt, hver gang jeg har siddet en time og gloet ind i den ;)",Ja,Ja,Familiært sprog,Mand,35-44,Kvinde
190,24,2022-02-10 21:00:35,2022-02-10 21:23:02,anonymous,,Dansk,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),"test test - kunne fortælle mig det ville være sundt at rejse mig fra computeren og gå lidt rundt, hver gang jeg har siddet en time og gloet ind i den ;)",Ja,Ja,Familiært sprog,Mand,35-44,Kvinde
191,24,2022-02-10 21:00:35,2022-02-10 21:23:02,anonymous,,Dansk,Ja,Ja,Sende emails,"test test - kunne fortælle mig det ville være sundt at rejse mig fra computeren og gå lidt rundt, hver gang jeg har siddet en time og gloet ind i den ;)",Ja,Ja,Familiært sprog,Mand,35-44,Kvinde
192,24,2022-02-10 21:00:35,2022-02-10 21:23:02,anonymous,,Dansk,Ja,Ja,To-do liste,"test test - kunne fortælle mig det ville være sundt at rejse mig fra computeren og gå lidt rundt, hver gang jeg har siddet en time og gloet ind i den ;)",Ja,Ja,Familiært sprog,Mand,35-44,Kvinde
193,24,2022-02-10 21:00:35,2022-02-10 21:23:02,anonymous,,Dansk,Ja,Ja,Påmindelser (du vælger hvornår),"test test - kunne fortælle mig det ville være sundt at rejse mig fra computeren og gå lidt rundt, hver gang jeg har siddet en time og gloet ind i den ;)",Ja,Ja,Familiært sprog,Mand,35-44,Kvinde
194,24,2022-02-10 21:00:35,2022-02-10 21:23:02,anonymous,,Dansk,Ja,Ja,"""Fortæl mig en vittighed""","test test - kunne fortælle mig det ville være sundt at rejse mig fra computeren og gå lidt rundt, hver gang jeg har siddet en time og gloet ind i den ;)",Ja,Ja,Familiært sprog,Mand,35-44,Kvinde
195,24,2022-02-10 21:00:35,2022-02-10 21:23:02,anonymous,,Dansk,Ja,Ja,Åbner programmer på din desktop,"test test - kunne fortælle mig det ville være sundt at rejse mig fra computeren og gå lidt rundt, hver gang jeg har siddet en time og gloet ind i den ;)",Ja,Ja,Familiært sprog,Mand,35-44,Kvinde
196,24,2022-02-10 21:00:35,2022-02-10 21:23:02,anonymous,,Dansk,Ja,Ja,"Enhedskonvertering (valuta, vægt, osv.)","test test - kunne fortælle mig det ville være sundt at rejse mig fra computeren og gå lidt rundt, hver gang jeg har siddet en time og gloet ind i den ;)",Ja,Ja,Familiært sprog,Mand,35-44,Kvinde
197,24,2022-02-10 21:00:35,2022-02-10 21:23:02,anonymous,,Dansk,Ja,Ja,,"test test - kunne fortælle mig det ville være sundt at rejse mig fra computeren og gå lidt rundt, hver gang jeg har siddet en time og gloet ind i den ;)",Ja,Ja,Familiært sprog,Mand,35-44,Kvinde
198,25,2022-02-10 21:26:55,2022-02-10 21:28:47,anonymous,,Dansk,Ja,Ja,Informationssøgning på Google,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Kvinde
199,25,2022-02-10 21:26:55,2022-02-10 21:28:47,anonymous,,Dansk,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Kvinde
200,25,2022-02-10 21:26:55,2022-02-10 21:28:47,anonymous,,Dansk,Ja,Ja,Oplæse indkomne emails,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Kvinde
201,25,2022-02-10 21:26:55,2022-02-10 21:28:47,anonymous,,Dansk,Ja,Ja,Oprette notater / tekst filer som i dikterer,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Kvinde
202,25,2022-02-10 21:26:55,2022-02-10 21:28:47,anonymous,,Dansk,Ja,Ja,To-do liste,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Kvinde
203,25,2022-02-10 21:26:55,2022-02-10 21:28:47,anonymous,,Dansk,Ja,Ja,Matematiske beregninger,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Kvinde
204,25,2022-02-10 21:26:55,2022-02-10 21:28:47,anonymous,,Dansk,Ja,Ja,,,Nej,Ja,Familiært sprog,Ikke-binær,35-44,Kvinde
205,26,2022-02-10 22:58:14,2022-02-10 23:02:47,anonymous,,Dansk,Nej,Nej,"Enhedskonvertering (valuta, vægt, osv.)","Jeg kunne ikke indsende svar uden at vælge minimum 1 svar på spørgsmål 3, der mangler en ""ingen af de nævnte"" boks. Grundet dette satte jeg kryds i nederste boks uden interesse for det. ",Nej,Nej,Familiært sprog,Ikke-binær,25-34,Andet
206,26,2022-02-10 22:58:14,2022-02-10 23:02:47,anonymous,,Dansk,Nej,Nej,,"Jeg kunne ikke indsende svar uden at vælge minimum 1 svar på spørgsmål 3, der mangler en ""ingen af de nævnte"" boks. Grundet dette satte jeg kryds i nederste boks uden interesse for det. ",Nej,Nej,Familiært sprog,Ikke-binær,25-34,Andet
207,27,2022-02-11 06:28:21,2022-02-11 06:30:33,anonymous,,Dansk,Nej,Ja,Oprette notater / tekst filer som i dikterer,,Nej,Nej,Formelt sprog,Kvinde,55-64,Mand
208,27,2022-02-11 06:28:21,2022-02-11 06:30:33,anonymous,,Dansk,Nej,Ja,Oplæse indkomne emails,,Nej,Nej,Formelt sprog,Kvinde,55-64,Mand
209,27,2022-02-11 06:28:21,2022-02-11 06:30:33,anonymous,,Dansk,Nej,Ja,Sende emails,,Nej,Nej,Formelt sprog,Kvinde,55-64,Mand
210,27,2022-02-11 06:28:21,2022-02-11 06:30:33,anonymous,,Dansk,Nej,Ja,Informationssøgning på Wikipedia,,Nej,Nej,Formelt sprog,Kvinde,55-64,Mand
211,27,2022-02-11 06:28:21,2022-02-11 06:30:33,anonymous,,Dansk,Nej,Ja,Informationssøgning på Google,,Nej,Nej,Formelt sprog,Kvinde,55-64,Mand
212,27,2022-02-11 06:28:21,2022-02-11 06:30:33,anonymous,,Dansk,Nej,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Nej,Nej,Formelt sprog,Kvinde,55-64,Mand
213,27,2022-02-11 06:28:21,2022-02-11 06:30:33,anonymous,,Dansk,Nej,Ja,,,Nej,Nej,Formelt sprog,Kvinde,55-64,Mand
214,28,2022-02-11 06:32:28,2022-02-11 06:36:03,anonymous,,Dansk,Nej,Nej,Informationssøgning på Google,,Nej,Nej,Formelt sprog,Ikke-binær,55-64,Mand
215,28,2022-02-11 06:32:28,2022-02-11 06:36:03,anonymous,,Dansk,Nej,Nej,,,Nej,Nej,Formelt sprog,Ikke-binær,55-64,Mand
216,29,2022-02-11 07:13:21,2022-02-11 07:16:18,anonymous,,Dansk,Nej,Ja,Informationssøgning på Google,,Nej,Ja,Familiært sprog,Ikke-binær,45-54,Mand
217,29,2022-02-11 07:13:21,2022-02-11 07:16:18,anonymous,,Dansk,Nej,Ja,Informationssøgning på Wikipedia,,Nej,Ja,Familiært sprog,Ikke-binær,45-54,Mand
218,29,2022-02-11 07:13:21,2022-02-11 07:16:18,anonymous,,Dansk,Nej,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Nej,Ja,Familiært sprog,Ikke-binær,45-54,Mand
219,29,2022-02-11 07:13:21,2022-02-11 07:16:18,anonymous,,Dansk,Nej,Ja,Oprette notater / tekst filer som i dikterer,,Nej,Ja,Familiært sprog,Ikke-binær,45-54,Mand
220,29,2022-02-11 07:13:21,2022-02-11 07:16:18,anonymous,,Dansk,Nej,Ja,To-do liste,,Nej,Ja,Familiært sprog,Ikke-binær,45-54,Mand
221,29,2022-02-11 07:13:21,2022-02-11 07:16:18,anonymous,,Dansk,Nej,Ja,Dagens nyheder,,Nej,Ja,Familiært sprog,Ikke-binær,45-54,Mand
222,29,2022-02-11 07:13:21,2022-02-11 07:16:18,anonymous,,Dansk,Nej,Ja,,,Nej,Ja,Familiært sprog,Ikke-binær,45-54,Mand
223,30,2022-02-11 07:27:08,2022-02-11 07:28:51,anonymous,,Dansk,Ja,Ja,Informationssøgning på Google,,Nej,Nej,Formelt sprog,Ikke-binær,35-44,Mand
224,30,2022-02-11 07:27:08,2022-02-11 07:28:51,anonymous,,Dansk,Ja,Ja,Informationssøgning på Wikipedia,,Nej,Nej,Formelt sprog,Ikke-binær,35-44,Mand
225,30,2022-02-11 07:27:08,2022-02-11 07:28:51,anonymous,,Dansk,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Nej,Nej,Formelt sprog,Ikke-binær,35-44,Mand
226,30,2022-02-11 07:27:08,2022-02-11 07:28:51,anonymous,,Dansk,Ja,Ja,To-do liste,,Nej,Nej,Formelt sprog,Ikke-binær,35-44,Mand
227,30,2022-02-11 07:27:08,2022-02-11 07:28:51,anonymous,,Dansk,Ja,Ja,Påmindelser (du vælger hvornår),,Nej,Nej,Formelt sprog,Ikke-binær,35-44,Mand
228,30,2022-02-11 07:27:08,2022-02-11 07:28:51,anonymous,,Dansk,Ja,Ja,Vækkeur (præcis klokkeslæt),,Nej,Nej,Formelt sprog,Ikke-binær,35-44,Mand
229,30,2022-02-11 07:27:08,2022-02-11 07:28:51,anonymous,,Dansk,Ja,Ja,Timer (om X minutter),,Nej,Nej,Formelt sprog,Ikke-binær,35-44,Mand
230,30,2022-02-11 07:27:08,2022-02-11 07:28:51,anonymous,,Dansk,Ja,Ja,"""Fortæl mig en vittighed""",,Nej,Nej,Formelt sprog,Ikke-binær,35-44,Mand
231,30,2022-02-11 07:27:08,2022-02-11 07:28:51,anonymous,,Dansk,Ja,Ja,Matematiske beregninger,,Nej,Nej,Formelt sprog,Ikke-binær,35-44,Mand
232,30,2022-02-11 07:27:08,2022-02-11 07:28:51,anonymous,,Dansk,Ja,Ja,,,Nej,Nej,Formelt sprog,Ikke-binær,35-44,Mand
233,31,2022-02-11 07:26:44,2022-02-11 07:28:57,anonymous,,Dansk,Ja,Ja,Informationssøgning på Google,,Nej,Nej,Formelt sprog,Ikke-binær,55-64,Kvinde
234,31,2022-02-11 07:26:44,2022-02-11 07:28:57,anonymous,,Dansk,Ja,Ja,Oversættelse til et valgfrit sprog (Google oversæt),,Nej,Nej,Formelt sprog,Ikke-binær,55-64,Kvinde
235,31,2022-02-11 07:26:44,2022-02-11 07:28:57,anonymous,,Dansk,Ja,Ja,Sende emails,,Nej,Nej,Formelt sprog,Ikke-binær,55-64,Kvinde
236,31,2022-02-11 07:26:44,2022-02-11 07:28:57,anonymous,,Dansk,Ja,Ja,Oplæse indkomne emails,,Nej,Nej,Formelt sprog,Ikke-binær,55-64,Kvinde
237,31,2022-02-11 07:26:44,2022-02-11 07:28:57,anonymous,,Dansk,Ja,Ja,To-do liste,,Nej,Nej,Formelt sprog,Ikke-binær,55-64,Kvinde
238,31,2022-02-11 07:26:44,2022-02-11 07:28:57,anonymous,,Dansk,Ja,Ja,,,Nej,Nej,Formelt sprog,Ikke-binær,55-64,Kvinde
239,32,2022-02-11 07:48:52,2022-02-11 08:01:05,anonymous,,Dansk,Nej,Nej,Matematiske beregninger,%,Nej,Ja,Familiært sprog,Kvinde,25-34,Mand
240,32,2022-02-11 07:48:52,2022-02-11 08:01:05,anonymous,,Dansk,Nej,Nej,Åbner programmer på din desktop,%,Nej,Ja,Familiært sprog,Kvinde,25-34,Mand
241,32,2022-02-11 07:48:52,2022-02-11 08:01:05,anonymous,,Dansk,Nej,Nej,"Enhedskonvertering (valuta, vægt, osv.)",%,Nej,Ja,Familiært sprog,Kvinde,25-34,Mand
242,32,2022-02-11 07:48:52,2022-02-11 08:01:05,anonymous,,Dansk,Nej,Nej,,%,Nej,Ja,Familiært sprog,Kvinde,25-34,Mand
243,33,2022-02-11 08:11:48,2022-02-11 08:13:36,anonymous,,Dansk,Nej,Ja,Oprette notater / tekst filer som i dikterer,,Nej,Ja,Formelt sprog,Mand,35-44,Kvinde
244,33,2022-02-11 08:11:48,2022-02-11 08:13:36,anonymous,,Dansk,Nej,Ja,Åbner programmer på din desktop,,Nej,Ja,Formelt sprog,Mand,35-44,Kvinde
245,33,2022-02-11 08:11:48,2022-02-11 08:13:36,anonymous,,Dansk,Nej,Ja,,,Nej,Ja,Formelt sprog,Mand,35-44,Kvinde
246,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,Informationssøgning på Google,"Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
247,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,Oversættelse til et valgfrit sprog (Google oversæt),"Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
248,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,Sende emails,"Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
249,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,To-do liste,"Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
250,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,Påmindelser (du vælger hvornår),"Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
251,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,"""Fortæl mig en vittighed""","Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
252,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,Dagens nyheder,"Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
253,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,Åbner programmer på din desktop,"Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
254,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,"Enhedskonvertering (valuta, vægt, osv.)","Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
255,34,2022-02-11 07:51:46,2022-02-11 08:16:51,anonymous,,Dansk,Nej,Ja,Informationssøgning på Wikipedia,"Vedr. undertekster (nedenfor): valgfrihed (hvis man nogle få gange ikke kan høre/forstå, hvad der bliver sagt, men ikke gider at have det slået til hele tiden)",Nej,Nej,Familiært sprog,Ikke-binær,55-64,Kvinde
