index,text
375,Why men's voice is louder than women? Men have an antenna.
376,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
377,"If sex is a pain in the ass, then you're doing it wrong ..."
378,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
379,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
380,Women might be able to fake orgasms. But men can fake a whole relationship.
381,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
382,I'm emotionally constipated. I haven't given a shit in days.
383,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
384,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
385,Why men's voice is louder than women? Men have an antenna.
386,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
387,"If sex is a pain in the ass, then you're doing it wrong ..."
388,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
389,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
390,Women might be able to fake orgasms. But men can fake a whole relationship.
391,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
392,I'm emotionally constipated. I haven't given a shit in days.
393,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
394,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
395,Why men's voice is louder than women? Men have an antenna.
396,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
397,"If sex is a pain in the ass, then you're doing it wrong ..."
398,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
399,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
400,Women might be able to fake orgasms. But men can fake a whole relationship.
401,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
402,I'm emotionally constipated. I haven't given a shit in days.
403,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
404,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
405,Why men's voice is louder than women? Men have an antenna.
406,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
407,"If sex is a pain in the ass, then you're doing it wrong ..."
408,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
409,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
410,Women might be able to fake orgasms. But men can fake a whole relationship.
411,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
412,I'm emotionally constipated. I haven't given a shit in days.
413,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
414,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
415,Why men's voice is louder than women? Men have an antenna.
416,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
417,"If sex is a pain in the ass, then you're doing it wrong ..."
418,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
419,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
420,Women might be able to fake orgasms. But men can fake a whole relationship.
421,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
422,I'm emotionally constipated. I haven't given a shit in days.
423,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
424,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
425,Why men's voice is louder than women? Men have an antenna.
426,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
427,"If sex is a pain in the ass, then you're doing it wrong ..."
428,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
429,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
430,Women might be able to fake orgasms. But men can fake a whole relationship.
431,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
432,I'm emotionally constipated. I haven't given a shit in days.
433,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
434,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
435,Why men's voice is louder than women? Men have an antenna.
436,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
437,"If sex is a pain in the ass, then you're doing it wrong ..."
438,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
439,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
440,Women might be able to fake orgasms. But men can fake a whole relationship.
441,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
442,I'm emotionally constipated. I haven't given a shit in days.
443,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
444,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
445,Why men's voice is louder than women? Men have an antenna.
446,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
447,"If sex is a pain in the ass, then you're doing it wrong ..."
448,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
449,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
450,Women might be able to fake orgasms. But men can fake a whole relationship.
451,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
452,I'm emotionally constipated. I haven't given a shit in days.
453,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
454,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
455,Why men's voice is louder than women? Men have an antenna.
456,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
457,"If sex is a pain in the ass, then you're doing it wrong ..."
458,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
459,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
460,Women might be able to fake orgasms. But men can fake a whole relationship.
461,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
462,I'm emotionally constipated. I haven't given a shit in days.
463,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
464,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
465,Why men's voice is louder than women? Men have an antenna.
466,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
467,"If sex is a pain in the ass, then you're doing it wrong ..."
468,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
469,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
470,Women might be able to fake orgasms. But men can fake a whole relationship.
471,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
472,I'm emotionally constipated. I haven't given a shit in days.
473,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
474,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
475,Why men's voice is louder than women? Men have an antenna.
476,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
477,"If sex is a pain in the ass, then you're doing it wrong ..."
478,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
479,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
480,Women might be able to fake orgasms. But men can fake a whole relationship.
481,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
482,I'm emotionally constipated. I haven't given a shit in days.
483,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
484,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
485,Why men's voice is louder than women? Men have an antenna.
486,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
487,"If sex is a pain in the ass, then you're doing it wrong ..."
488,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
489,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
490,Women might be able to fake orgasms. But men can fake a whole relationship.
491,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
492,I'm emotionally constipated. I haven't given a shit in days.
493,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
494,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
495,Why men's voice is louder than women? Men have an antenna.
496,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
497,"If sex is a pain in the ass, then you're doing it wrong ..."
498,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
499,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
500,Women might be able to fake orgasms. But men can fake a whole relationship.
501,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
502,I'm emotionally constipated. I haven't given a shit in days.
503,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
504,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
505,Why men's voice is louder than women? Men have an antenna.
506,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
507,"If sex is a pain in the ass, then you're doing it wrong ..."
508,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
509,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
510,Women might be able to fake orgasms. But men can fake a whole relationship.
511,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
512,I'm emotionally constipated. I haven't given a shit in days.
513,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
514,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
515,Why men's voice is louder than women? Men have an antenna.
516,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
517,"If sex is a pain in the ass, then you're doing it wrong ..."
518,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
519,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
520,Women might be able to fake orgasms. But men can fake a whole relationship.
521,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
522,I'm emotionally constipated. I haven't given a shit in days.
523,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
524,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
525,Why men's voice is louder than women? Men have an antenna.
526,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
527,"If sex is a pain in the ass, then you're doing it wrong ..."
528,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
529,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
530,Women might be able to fake orgasms. But men can fake a whole relationship.
531,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
532,I'm emotionally constipated. I haven't given a shit in days.
533,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
534,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
535,Why men's voice is louder than women? Men have an antenna.
536,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
537,"If sex is a pain in the ass, then you're doing it wrong ..."
538,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
539,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
540,Women might be able to fake orgasms. But men can fake a whole relationship.
541,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
542,I'm emotionally constipated. I haven't given a shit in days.
543,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
544,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
545,Why men's voice is louder than women? Men have an antenna.
546,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
547,"If sex is a pain in the ass, then you're doing it wrong ..."
548,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
549,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
550,Women might be able to fake orgasms. But men can fake a whole relationship.
551,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
552,I'm emotionally constipated. I haven't given a shit in days.
553,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
554,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
555,Why men's voice is louder than women? Men have an antenna.
556,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
557,"If sex is a pain in the ass, then you're doing it wrong ..."
558,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
559,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
560,Women might be able to fake orgasms. But men can fake a whole relationship.
561,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
562,I'm emotionally constipated. I haven't given a shit in days.
563,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
564,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
565,Why men's voice is louder than women? Men have an antenna.
566,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
567,"If sex is a pain in the ass, then you're doing it wrong ..."
568,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
569,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
570,Women might be able to fake orgasms. But men can fake a whole relationship.
571,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
572,I'm emotionally constipated. I haven't given a shit in days.
573,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
574,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
575,Why men's voice is louder than women? Men have an antenna.
576,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
577,"If sex is a pain in the ass, then you're doing it wrong ..."
578,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
579,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
580,Women might be able to fake orgasms. But men can fake a whole relationship.
581,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
582,I'm emotionally constipated. I haven't given a shit in days.
583,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
584,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
585,Why men's voice is louder than women? Men have an antenna.
586,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
587,"If sex is a pain in the ass, then you're doing it wrong ..."
588,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
589,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
590,Women might be able to fake orgasms. But men can fake a whole relationship.
591,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
592,I'm emotionally constipated. I haven't given a shit in days.
593,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
594,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
595,Why men's voice is louder than women? Men have an antenna.
596,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
597,"If sex is a pain in the ass, then you're doing it wrong ..."
598,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
599,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
600,Women might be able to fake orgasms. But men can fake a whole relationship.
601,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
602,I'm emotionally constipated. I haven't given a shit in days.
603,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
604,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
605,Why men's voice is louder than women? Men have an antenna.
606,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
607,"If sex is a pain in the ass, then you're doing it wrong ..."
608,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
609,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
610,Women might be able to fake orgasms. But men can fake a whole relationship.
611,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
612,I'm emotionally constipated. I haven't given a shit in days.
613,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
614,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
615,Why men's voice is louder than women? Men have an antenna.
616,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
617,"If sex is a pain in the ass, then you're doing it wrong ..."
618,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
619,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
620,Women might be able to fake orgasms. But men can fake a whole relationship.
621,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
622,I'm emotionally constipated. I haven't given a shit in days.
623,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
624,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
625,Why men's voice is louder than women? Men have an antenna.
626,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
627,"If sex is a pain in the ass, then you're doing it wrong ..."
628,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
629,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
630,Women might be able to fake orgasms. But men can fake a whole relationship.
631,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
632,I'm emotionally constipated. I haven't given a shit in days.
633,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
634,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
635,Why men's voice is louder than women? Men have an antenna.
636,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
637,"If sex is a pain in the ass, then you're doing it wrong ..."
638,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
639,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
640,Women might be able to fake orgasms. But men can fake a whole relationship.
641,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
642,I'm emotionally constipated. I haven't given a shit in days.
643,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
644,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
645,Why men's voice is louder than women? Men have an antenna.
646,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
647,"If sex is a pain in the ass, then you're doing it wrong ..."
648,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
649,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
650,Women might be able to fake orgasms. But men can fake a whole relationship.
651,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
652,I'm emotionally constipated. I haven't given a shit in days.
653,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
654,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
655,Why men's voice is louder than women? Men have an antenna.
656,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
657,"If sex is a pain in the ass, then you're doing it wrong ..."
658,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
659,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
660,Women might be able to fake orgasms. But men can fake a whole relationship.
661,"What is the difference between ""ooooooh""and ""aaaaaaah""? About three inches."
662,I'm emotionally constipated. I haven't given a shit in days.
663,"One day, a little boy wrote to Santa Clause, ""Please send me a sister."" Santa Clause wrote him back, ""Ok, send me your mother."""
664,"If a woman sleeps with 10 men she's a slut, but if a man does it… He's gay, definitely gay."
665,Why men's voice is louder than women? Men have an antenna.
666,"What did the elephant say to the naked man? ""How do you breathe through that tiny thing?"""
667,"If sex is a pain in the ass, then you're doing it wrong ..."
668,I've been taking Viagra for my sunburn. It doesn't cure it but it keeps the sheets off my legs at night.
669,"If a guy remembers the color of your eyes after the first date, chances are... you have small boobs."
670,Women might be able to fake orgasms. But men can fake a whole relationship.
